ids,pred_seg_0,labels_seg_0
311_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
571_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
492_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
136_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
116_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
612_nda-4,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
271_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
536_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
267_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
299_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
394_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
232_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
426_nda-15,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
403_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
197_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
421_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
407_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
485_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
329_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
186_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
577_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
96_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
468_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
557_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
509_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
101_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
145_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
615_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
88_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
141_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
86_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
189_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
588_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
621_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
130_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
186_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
363_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
594_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
340_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
416_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
560_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
373_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
221_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
226_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
195_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
203_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
517_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
316_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
494_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
421_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
475_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
115_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
594_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
364_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
236_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
567_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
166_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
353_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
306_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
216_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
192_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
430_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
111_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
607_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
492_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
143_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
527_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
450_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
268_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
554_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
515_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
311_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
391_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
298_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
265_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
365_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
261_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
257_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
597_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
579_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
269_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
431_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
294_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
338_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
277_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
518_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
576_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
512_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
572_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
86_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
352_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
286_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
246_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
458_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
249_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
155_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
125_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
616_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
579_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
183_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
199_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
286_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
278_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
442_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
485_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
490_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
195_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
434_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
450_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
329_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
538_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
331_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
379_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
367_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
184_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
348_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
462_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
345_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
329_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
459_nda-7,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
242_nda-4,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
608_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
236_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
409_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
342_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
356_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
402_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
407_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
473_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
141_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
402_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
597_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
608_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
89_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
110_nda-5,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
126_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
386_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
243_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
102_nda-20,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
230_nda-5,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
278_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
229_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
443_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
333_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
137_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
423_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
393_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
344_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
529_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
338_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
356_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
378_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
376_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
166_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
487_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
87_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
562_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
324_nda-4,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
167_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
438_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
196_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
359_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
223_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
589_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
404_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
231_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
256_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
104_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
298_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
333_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
208_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
342_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
290_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
89_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
291_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
423_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
271_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
449_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
94_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
416_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
319_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
509_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
302_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
132_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
613_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
255_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
236_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
114_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
355_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
331_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
458_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
580_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
284_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
346_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
423_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
113_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
268_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
308_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
300_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
624_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
288_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
156_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
621_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
176_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
109_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
453_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
94_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
574_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
170_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
518_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
569_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
592_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
173_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
604_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
614_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
557_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
202_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
169_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
215_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
134_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
247_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
204_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
146_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
341_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
149_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
235_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
333_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
418_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
130_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
554_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
209_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
434_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
567_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
191_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
386_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
221_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
335_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
234_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
577_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
204_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
168_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
384_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
538_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
470_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
518_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
258_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
425_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
617_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
494_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
609_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
334_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
467_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
145_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
466_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
588_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
241_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
501_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
369_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
174_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
466_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
280_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
265_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
241_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
377_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
454_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
274_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
615_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
623_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
467_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
554_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
431_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
467_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
191_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
331_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
592_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
483_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
94_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
583_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
173_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
314_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
535_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
594_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
420_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
162_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
374_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
274_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
115_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
184_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
211_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
264_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
425_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
290_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
105_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
579_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
197_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
277_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
116_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
242_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
306_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
365_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
334_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
567_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
344_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
374_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
191_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
283_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
393_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
278_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
104_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
457_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
230_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
98_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
148_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
264_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
391_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
338_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
192_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
442_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
466_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
570_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
108_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
402_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
325_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
198_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
397_nda-7,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
475_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
231_nda-3,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
489_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
376_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
148_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
619_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
571_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
326_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
390_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
112_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
273_nda-2,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
319_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
613_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
295_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
116_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
509_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
569_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
217_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
520_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
153_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
277_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
500_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
98_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
437_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
119_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
318_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
332_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
458_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
316_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
120_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
314_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
623_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
202_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
125_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
206_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
265_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
